,movie_title,soup
1838,Pineapple Express,color davidgordongreen garycole action comedy crime jamesfranco rosieperez murder paranoia processserver roach stoner english usa r
1839,Ever After: A Cinderella Story,color andytennant dougrayscott comedy drama romance anjelicahuston jeannemoreau basedonfairytale bechdeltestpassed cinderella fairytale leonardodavinci english usa pg-13
1840,Open Range,color kevincostner michaeljeter drama romance western robertduvall julianrichings boss cattle cowboy rancher violence english usa r
1841,Flatliners,color joelschumacher oliverplatt drama horror sci-fi thriller juliaroberts hopedavis childhoodtrauma death medicalstudent memory neardeathexperience english usa r
1843,A Bridge Too Far,blackandwhite richardattenborough dirkbogarde drama history war ryano'neal wolfgangpreiss airbornetroops allies operationmarketgarden panzer paratrooper english usa pg
1844,Red Eye,color wescraven carlgilliard mystery thriller robertpine suzieplakson airport flight hotel hotelmanager plane english usa pg-13
1845,Final Destination 2,color davidr.ellis michaellandes horror thriller sarahcarter keeganconnortracy caraccident death freakaccident hospital premonition english usa r
1846,"O Brother, Where Art Thou?",color joelcoen timblakenelson adventure comedy crime music hollyhunter danielvonbargen baby bank blindprophet convict sirens english uk pg-13
1847,Legion,color scottstewart katewalsh action fantasy horror dennisquaid charless.dutton angel diner faith humanrace religiousfaith english usa r
1848,Pain & Gain,color michaelbay larryhankin comedy crime drama dwaynejohnson michaelrispoli americandream bodybuilder money punchintothecamera referencetojuliaroberts english usa r
1849,In Good Company,color paulweitz tyburrell comedy drama romance scarlettjohansson dennisquaid company corporatetakeover executive magazine newboss english usa pg-13
1850,Clockstoppers,color jonathanfrakes paulagarcés action adventure comedy sci-fi thriller michaelbiehn jasongeorge frozentime stoppedtime timefreeze watch wristwatch english usa pg
1851,Silverado,color lawrencekasdan toddallen action crime drama western scottglenn bradleland 1880s kiss smalltown tablebrokeninfight wildwest english usa pg-13
1852,Brothers,color jimsheridan jakegyllenhaal drama thriller natalieportman baileemadison afghanistan deathofsoldier presumeddead prisoner wartrauma english usa r
1853,Agent Cody Banks 2: Destination London,color kevinallen frankiemuniz action adventure comedy family romance sci-fi danielroebuck davidkelly chase evilscientist gadget mindcontrol toughgirl english usa pg
1854,New Year's Eve,color garrymarshall common comedy romance robertdeniro sethmeyers expecting kiss newyear newyear'seve singer english usa pg-13
1855,Original Sin,color michaelcristofer gregoryitzin drama mystery romance thriller angelinajoliepitt jackthompson delaware erotica money pursuit sexscene english france r
1856,The Raven,color jamesmcteigue davelegeno crime mystery thriller pamferris kevinmcnally mask murder newspaper poem serialkiller english usa r
1857,Welcome to Mooseport,color donaldpetrie rayromano comedy romance riptorn mauratierney mayor pinkpanties upskirt whitepanties yellowpanties english usa pg-13
1858,Highlander: The Final Dimension,color andrewmorahan mako action fantasy romance sci-fi christopherlambert mariovanpeebles cave highlander illusion immortal japan english canada pg-13
1859,Blood and Wine,color bobrafelson mikestarr crime drama thriller haroldperrineau judydavis diamond necklace safecracker wine winedealer english usa r
1861,The Curse of the Jade Scorpion,color woodyallen elizabethberkley comedy crime mystery romance woodyallen petergerety efficiencyexpert insuranceinvestigator magician scorpion thief english usa pg-13
1863,Flipper,color alanshapiro chelseafield adventure family paulhogan jessicawesson dolphin florida floridakeys summer vomiting english usa pg
1864,Self/less,color tarsemsingh derekluke action mystery sci-fi thriller ryanreynolds sandraellislafferty cancer elderlyman funeral medical transhumanism english usa pg-13
1865,The Constant Gardener,color fernandomeirelles dannyhuston drama mystery romance thriller archiepanjabi donaldsumpter death diplomat doctor kenya murder english uk r
1866,The Passion of the Christ,color melgibson maiamorgenstern drama christojivkov hristoshopov antisemitism cultfilm grindhouse suffering torture aramaic usa r
1867,Mrs. Doubtfire,color chriscolumbus marawilson comedy drama family romance robinwilliams matthewlawrence actor basedonnovel fancyrestaurant maleactorplayingafemalecharacter party english usa pg-13
1868,Rain Man,color barrylevinson valeriagolino drama tomcruise bethgrant buick convertible lastwillandtestament savant travel english usa r
1869,Gran Torino,color clinteastwood dreamawalker drama clinteastwood ahneyher gang gangrape hmong teenager widower english usa r
1870,W.,color oliverstone scottglenn biography drama history tobyjones brucemcgill bible cabinetmeeting dog drinking familyrelationships english usa pg-13
1871,Taken,color pierremorel hollyvalance action thriller liamneeson xanderberkeley agent cia france rescue teenageabduction english france pg-13
1872,The Best of Me,color michaelhoffman geraldmcraney drama romance lukebracey clarkepeters adultery basedonnovel hearttransplant infidelity protectivemale english usa pg-13
1873,The Bodyguard,color mickjackson mikestarr action drama music romance billcobbs devaughnnixon bodyguard manager popsinger secretserviceagent singer english usa r
1874,Schindler's List,blackandwhite stevenspielberg embethdavidtz biography drama history liamneeson carolinegoodall german germansoldier jew jewish nazi english usa r
1875,The Help,color tatetaylor brycedallashoward drama emmastone mikevogel blackservant chocolatepie jacksonmississippi maid writinganovel english usa pg-13
1876,The Fifth Estate,color billcondon petercapaldi biography drama thriller benedictcumberbatch jamieblackley computerhacker internet newsleak whistleblowing wikileaks english usa r
1877,Scooby-Doo 2: Monsters Unleashed,color rajagosnell lindacardellini adventure comedy family fantasy horror mystery sarahmichellegellar timblakenelson ghost maskedvillain monster museum tv english usa pg
1879,Freddy vs. Jason,color ronnyyu jasonritter action horror thriller katharineisabelle zackward elmstreet freddykrueger jasonvoorhees serialkiller slasher english usa r
1881,Jimmy Neutron: Boy Genius,color johna.davis robpaulsen action adventure animation comedy family sci-fi martinshort andreamartin alien boygenius children genius rescue english usa g
1882,Cloverfield,color mattreeves benfeldman action adventure horror sci-fi mikevogel lizalapira brooklynnewyorkcity foundfootage nightvision statueoflibertynewyorkcity subwaytunnel english usa pg-13
1883,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,color michaelpressman paigeturco action adventure comedy family sci-fi kevinnash erniereyesjr. chopsocky mutant ninja shredder turtle english usa pg
1884,The Untouchables,color briandepalma billydrago crime drama thriller robertdeniro charlesmartinsmith corruptjudge taxevasion toughcop whitesuit year1930 english usa r
1885,No Country for Old Men,color ethancoen stephenroot crime drama thriller kellymacdonald barrycorbin cointoss desert sheriff texas trackingdevice english usa r
1886,Ride Along,color timstory tikasumpter action comedy crime romance brucemcgill bryancallen gunfight outrunningexplosion police securityguard streetshootout english usa pg-13
1887,Bridget Jones's Diary,color sharonmaguire jimbroadbent comedy drama romance colinfirth shirleyhenderson americanactressplayingbritishcharacter bookpublishing caloriecounting employeremployeerelationship rabbitcostume english uk r
1888,Chocolat,color lassehallström lesliecaron drama romance lenaolin hugho'conor chocolate chocolateshop food france village english uk pg-13
1889,"Legally Blonde 2: Red, White & Blonde",color charlesherman-wurmfeld brucemcgill comedy marylynnrajskub bobnewhart animalrights congresswoman doorman transvestism washingtond.c. english usa pg-13
1890,Parental Guidance,color andyfickman geddewatanabe comedy family baileemadison tomeverettscott chores fatherfigure helicopterparents inlaws punishment english usa pg
1891,No Strings Attached,color ivanreitman gretagerwig comedy romance natalieportman mindykaling exgirlfriend funeral hospital maleobjectification summercamp english usa r
1892,Tombstone,color georgep.cosmatos danadelany action biography drama history romance western michaelbiehn powersboothe cigarsmoking cowboy duel outlaw tombstonearizona english usa r
1893,Romeo Must Die,color andrzejbartkowiak delroylindo action crime thriller jetli aaliyah death hongkong kungfu prison waterfront english usa r
1895,Final Destination 3,color jameswong ginaholden horror chelansimmons crystallowe amusementpark death fate premonition rollercoaster english germany r
1896,The Lucky One,color scotthicks rileythomasstewart drama romance blythedanner jayr.ferguson arrogance childinperil disarmingsomeone kennel posttraumaticstressdisorder english usa pg-13
1897,Bridge to Terabithia,color gaborcsupo zooeydeschanel adventure drama family fantasy joshhutcherson baileemadison bully friend imagination reality troll english usa pg
1898,Finding Neverland,color marcforster katewinslet biography drama family johnnydepp kellymacdonald boy inspiration referencetopeterpan stageplay widow english usa pg
1899,A Madea Christmas,color tylerperry tikasumpter comedy drama aliciawitt larrythecableguy christmas holiday madeaseries ruralsetting stubbornness english usa pg-13
1900,The Grey,color joecarnahan frankgrillo action adventure drama thriller liamneeson jamesbadgedale alaska leadership snow survival wilderness english usa r
1901,Hide and Seek,color johnpolson dylanbaker drama horror mystery thriller robertdeniro robertjohnburke bathtub psychologist pushedoutawindow smotheredwithapillow telescope english usa r
1902,Anchorman: The Legend of Ron Burgundy,color adammckay willferrell comedy darcydonavan stevecarell 1970s anchorman newsanchor newsroom tvstation english usa pg-13
1903,Goodfellas,color martinscorsese mikestarr biography crime drama robertdeniro paulsorvino betrayal gangster mafia organizedcrime robbery english usa r
1904,Agent Cody Banks,color haraldzwart frankiemuniz action adventure comedy crime family romance thriller danielroebuck chrisgauthier cia nanobot prepschool scientist teenager english usa pg
1905,Nanny McPhee,color kirkjones kellymacdonald comedy family fantasy colinfirth imeldastaunton father governess magic nanny widower english usa pg
